Job Title,Company,Location,Education,Experience,Deadline
"STC, Communications, Bangladesh",International Finance Corporation (IFC),Anywhere in Bangladesh,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
কমিউনিটি অফিসার,Alternative Development Initiative (ADI),বাংলাদেশের যেকোনো স্থানে,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
"Software Engineer (Web Form, ASP .NET Core & Mobile Apps)",Pinovation Tech Ltd,Dhaka,Bachelor in Engineering (BEngg) in CSEM.Sc /B.Sc in CSE/IT/Software Engineering.,0 to 4 year(s),"
1 Sep 2023"
Customer Service Executive For an Ecommerce,Combosoft Ltd,DOHS Mirpur,Bachelor degree in any discipline,At least 1 year(s),"
1 Sep 2023"
Sales Manager,ProAms Business Consultant,Anywhere in Bangladesh,Bachelor degree in any disciplineMasters degree in any discipline,5 to 8 year(s),31 Aug 2023
Store In-Charge,JCX Developments Ltd.,Dhaka,Diploma in Civil in Civil Engineering,0 to 2 year(s),31 Aug 2023
Principal,SAIC GROUP,Mirpur 14,Graduate with 1st class or 3.00 CGPA in any engineering discipline from a recognized university and ...,10 to 12 year(s),"
1 Sep 2023"
Senior Executive/ Assistant Manager (Marketing & Sales),Prime Asset Group,Dhaka,Master of Business Administration (MBA),At least 3 year(s),"
1 Sep 2023"
Manager/ Sr. Manager,Prime Asset Group,Dhaka,Master of Business Administration (MBA),5 to 7 year(s),"
1 Sep 2023"
Diploma Engineer (Civil),Shahabuddin Medical College & Hospital,Gulshan,Diploma in Engineering in Civil Engineering,At least 5 year(s),31 Aug 2023
General Manager (Marketing & Merchandising),Virgo Global,"Dhaka, Gazipur","Master of Business Administration (MBA) in Marketing, Merchandising, ManagementBachelor of Science ...",10 to 12 year(s),"
1 Sep 2023"
Estimation & BOQ Engineering,JCX Developments Ltd.,Dhaka,Diploma in Civil in Civil Engineering,At least 10 year(s),31 Aug 2023
Manager (Merchandising),Virgo Global,"Dhaka, Gazipur","Master of Business Administration (MBA) in Marketing, MerchandisingBachelor of Science (BSc) in ...",8 to 10 year(s),"
1 Sep 2023"
সিনিয়র ব্রাঞ্চ ম্যানেজার,Alternative Development Initiative (ADI),বাংলাদেশের যেকোনো স্থানে,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
সিনিয়র কমিউনিটি অফিসার,Alternative Development Initiative (ADI),বাংলাদেশের যেকোনো স্থানে,"At least 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 4 year(s),31 Aug 2023
আঞ্চলিক ব্যবস্থাপক,Alternative Development Initiative (ADI),বাংলাদেশের যেকোনো স্থানে,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
প্রোগ্রাম ম্যানেজার (ঋণ কার্যক্রম),Alternative Development Initiative (ADI),বাংলাদেশের যেকোনো স্থানে,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
সহকারী পরিচালক (ঋণ কার্যক্রম),Alternative Development Initiative (ADI),বাংলাদেশের যেকোনো স্থানে,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
Senior Full Stack Developer [Back End Focused],FP Bangladesh,Anywhere in Bangladesh,Bachelor of Science (BSc),6 to 10 year(s),"
1 Sep 2023"
A Reputed Joint Venture Foreign Company,Mirsharai,"BSc/Diploma in Mechanical/Civil engineering from any recognized and reputed institute.
QC ...",At least 5 year(s),null,t 5 year(s)
A Reputed Joint Venture Foreign Company,Mirsharai,"Masters in Accounting/Finance/Management from reputed university.
MBA Degree will be added ...",At least 5 year(s),null,t 5 year(s)
ক্লিনার (হাউসকিপার),Evercare Hospital Dhaka,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Microsoft Excel Expert,VIYELLATEX group,Dhaka,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,t 3 year(s)
Digital Marketing - Senior Executive,Leading edge,GULSHAN 1,Bachelor of Business Administration (BBA) in Marketing,2 to 5 year(s),31 Aug 2023
Executive/ Jr. Executive (ASP. Net Developer),Masco Group,Uttara,B.Sc in Computer Science & Engineering from a reputed university.,2 to 3 year(s),31 Aug 2023
Assistant Teacher,"Guidance Cadet Coaching, Uttara",Uttara Sector 6,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
গার্মেন্টস সুপারভাইজার,Prottasha Out Sourcing And Security Services Ltd,"ঢাকা, গাজীপুর",SSC/   ডিপ্লোমা/   এইচএসসি,Na,"
1 Sep 2023"
Executive - Fabric GPQ (Knit Fabric),A Reputed Knit Garments Group of Company,Gazipur Sadar,B.Sc in Textile from any Reputed University.,4 to 5 year(s),"
1 Sep 2023"
Autocad Operator,Shahabuddin Medical College & Hospital,Gulshan,Diploma in Civil,At least 5 year(s),31 Aug 2023
"GPQ (Knit Garments, Dhamrai)",Palmal Group of Industries,"Dhamrai, Ashulia",Bachelor / Masters in any discipline,3 to 5 year(s),"
1 Sep 2023"
Executive - Vat & Tax,AR Animal Health Ltd.,Uttara Sector 3,Bachelor of Commerce (BCom) in Accounting or FinanceBachelor of Business Administration (BBA) in ...,At least 2 year(s),31 Aug 2023
Head of Finance and Accounts,Brannerson Apparel Ltd.,Mirpur 6,Bachelor of Science (BSc) in account and finance,At least 10 year(s),"
1 Sep 2023"
Website Template Designer with Figma,Bahanno,Anywhere in Bangladesh,HSC,2 to 3 year(s),"
1 Sep 2023"
IELTS Teacher,Australian Education Consultancy (AUS-BAN),Uttara Sector 14,Masters degree in any discipline,At least 1 year(s),31 Aug 2023
Business Development Executive [Remote Position],Bahanno,Anywhere in Bangladesh,HSC,At least 2 year(s),"
1 Sep 2023"
"Web Developer (Webflow, Framer, or Squarespace)",Bahanno,Khulna Sadar,HSC,2 to 3 year(s),"
1 Sep 2023"
"ডেলিভারী বাইক রাইডার (ধানমন্ডি, মিরপুর, বনস্রী, মগবাজার, নারায়নগন্জ, সাভার)",Meena Bazar,"নারায়ণগঞ্জ, ধানমন্ডি, মিরপুর, সাভার, বনশ্রী, মগবাজার","Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
"Jr. Executive/ Executive, Front Desk",Akhtar Group,Dhaka,Bachelor degree in any discipline,1 to 2 year(s),"
1 Sep 2023"
Executive (Web Developer),Genuine Store Limited,Dhaka,B.Sc/ M.Sc in Computer Science & Engineering/ ICT/ CSIT from any reputed University.,At least 3 year(s),31 Aug 2023
Assistant Store Incharge (Raw Material),Super Protective Shoes (Pvt.) Ltd.,Siddirganj,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Accounts Officer,Super Protective Shoes (Pvt.) Ltd.,Siddirganj,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Telemarketing Executive,Protein Market Limited,DOHS Mirpur,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 1 year(s),31 Aug 2023
Teacher for English Foundation,IELTS Spirit -,Mirpur 10,"A Level, Bachelor degree in any disciplineEnglish Medium Background candidates or students will ...",0 to 1 year(s),31 Aug 2023
Executive - Production Planning & Coordination,Fakir Apparels Ltd.,Narayanganj,Bachelor of Science (BSc) in Textile engineeringBachelor of Science (BSc) in IPE,2 to 4 year(s),31 Aug 2023
"Executive/ Sr. Executive, IT Support",Genex Infosys Limited,Nikunja,"Bachelor of Science (BSc) in CSE, EEE, ETE, IT",At least 1 year(s),"
1 Sep 2023"
Sr. Manager/ Manager - Finishing,Ananta Group,Narayanganj,Graduate in any discipline,At least 5 year(s),"
1 Sep 2023"
Executive - IT,Ismartu Technology BD Ltd.,Narayanganj,Bachelor of Computer Application (BCA),2 to 3 year(s),31 Aug 2023
Supervisor - Administration,Ismartu Technology BD Ltd.,Narayanganj,Bachelor degree in any discipline,3 to 5 year(s),31 Aug 2023
Executive-I_ Industrial Engineering_ Columbia Apparels Limited,M & J Group,Gazipur Sadar,B.Sc in Textile Engineering / Industrial Engineering / Apparel Manufacturing Technology from any ...,7 to 8 year(s),31 Aug 2023
Executive (VAT),Palmal Group of Industries,Dhaka,Bachelor of Business Administration (BBA) in Accounting,2 to 5 year(s),31 Aug 2023
Senior Software Engineer (NodeJS),BJIT Ltd.,Dhaka,Bachelor of Science (BSc) in CSE,At least 5 year(s),31 Aug 2023
Senior PHP Developer,BJIT Ltd.,Dhaka,"Bachelor of Science (BSc) in CSE
Skills Required: CakePHP, Full Stack Development, PHP Laravel.",At least 5 year(s),31 Aug 2023
Programmer (PHP-Laravel),Interlink Technologies Ltd.,Dhaka,CSE / IT / Mathematics / Statistics will get more priority,At least 3 year(s),31 Aug 2023
Accounts Manager,Shahidas lifestyle,"Adabor, Dhanmondi, Mohammadpur",Bachelor of Business Administration (BBA) in Accounting,At least 1 year(s),31 Aug 2023
ICT Teacher,American Standard International School,GULSHAN 2,"Master of Science (MSc) in ICT
M.Sc. in ICT from any recognized University with CGPA 3.5 and ...",2 to 3 year(s),31 Aug 2023
"Management Trainee Officer, IE",Barnali Textile & Printing Industries (Pvt.) Ltd.,Narayanganj,B.Sc. in textile engineering / Diploma in textile Engineering from any reputed university,At least 3 year(s),31 Aug 2023
Genuine Store Limited,"Gulshan, Baridhara",Bachelor of Business Administration (BBA) in Marketing,1 to 5 year(s),null,o 5 year(s)
Senior Sales Executive Officer (female),Innovative Idea Developments Ltd.,Dhaka,"At least 2 year(s)
                                                        






 Deadline: 

1 Sep 2023",At least 2 year(s),"
1 Sep 2023"
An Established English Medium School,Shantinagar,"Bachelor and Masters in relevant subject.
Candidates having O & A levels background are ...",Na,null,Na
Order Collector & Sales Representative (Garments),Khanj Global,Anywhere in Bangladesh,JSC,Na,31 Aug 2023
অপারেশন অ্যাসিস্ট্যান্ট (পুরুষ) জরুরী ভিত্তিতে - যাত্রাবাড়ি,Delivery Tiger,যাত্রাবাড়ি,Na,null,Na
অপারেশন অ্যাসিস্ট্যান্ট (পুরুষ) জরুরী ভিত্তিতে - লালমাটিয়া,Delivery Tiger,"ঢাকা, লালমাটিয়া",Na,null,Na
Accounts and Admin Officer,H & H Food Products Ltd.,Chattogram,"Bachelor`s degree in Accounting, Finance, Business Administration, or a related field.",At least 3 year(s),31 Aug 2023
Software - Engineer (ERP & Business Automation Wing).,Shatarupa Weaving Mills Ltd.,Anywhere in Bangladesh,"Diploma in Computer in CSEor Bachelor of Science (BSc) in CSE, EEE, ICE or a related field. ...",At least 2 year(s),31 Aug 2023
আবাসিক শিক্ষক,Educare Ideal School and College,কুষ্টিয়া সদর,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,t 1 year(s)
হোস্টেল সুপার (পুরুষ ও মহিলা),Educare Ideal School and College,কুষ্টিয়া সদর,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,t 1 year(s)
Social Media Content Creator (Reel Videos/lives) Only Female,Village,"Vatara, Baridhara",HSC,Na,31 Aug 2023
Lead - IT Infrastructure,A Reputed Multinational Company,Anywhere in Bangladesh,"Bachelor of Science (BSc) in Computer ScienceVendor Certification will add value
Candidates ...",At least 12 year(s),31 Aug 2023
Production Officer (Drinking water),H & H Food Products Ltd.,Chattogram,Diploma in Food Engineering/ B.SC in Chemistry from any reputed institution.,At least 1 year(s),31 Aug 2023
Graphic Designer,KC Gallery,"Dhaka, Narayanganj",Diploma or Degree in Graphics designing will be given preference.,3 to 5 year(s),31 Aug 2023
সেলস এক্সিকিউটিভ,বিডিকম অনলাইন লিমিটেড,"বরিশাল, বগুড়া, কুমিল্লা, কক্সবাজার, ফরিদপুর, যশোর, কুষ্টিয়া, ময়মনসিংহ, নারায়ণগঞ্জ, রাজশাহী, রংপুর, সিলেট, টাঙ্গাইল, ভৈরব, সাভার",যে কোন বিষয়ে স্নাতক ডিগ্রি বা চলমান স্নাতক শিক্ষার্থী (যে কোন বিষয়),Na,31 Aug 2023
Accounts Officer,Saimon Group,Anywhere in Bangladesh,"Master of Commerce (MCom) in Finance, Accounts",At least 10 year(s),31 Aug 2023
"Executive, Marketing",VIYELLATEX GROUP,Dhaka,Master of Business Administration (MBA) in MarketingBachelors/ Masters in Marketing,At least 2 year(s),31 Aug 2023
Assistant Teacher (Arabic),Al - Burooj International School,Chattogram,"Masters degree in Quranic Science/Dawra-E-Hadith/Fajil 
Skills Required: Classroom teaching, ...",Na,31 Aug 2023
Deputy / Asst. Manager (Sales & Marketing),Kazi Polymer Ltd,Dhaka,Masters degree in any discipline,8 to 12 year(s),31 Aug 2023
Brand Promoter,Shakib 75 Healthcare Service LTD.,Dhaka,"0 to 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",0 to 1 year(s),31 Aug 2023
Education Counselor,Maa Air Corporation,DOHS Mohakhali,"1 to 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",1 to 2 year(s),31 Aug 2023
General Banking/ Customer Services Officer (Assistant Officer & Above),Bengal Commercial Bank Limited,Anywhere in Bangladesh,Na,null,Na
Purchase Manager,KC Gallery,Dhaka,"8 to 10 year(s)
                                                        






 Deadline: 

31 Aug 2023",8 to 10 year(s),31 Aug 2023
Special Teacher (Male),Smiling Children Special School (SCSS),Badda,Bachelor degree in any disciplineBachelor degree in any discipline,Na,31 Aug 2023
IT Executive,Samaira Skill Development Institute,Anywhere in Bangladesh,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 1 year(s),31 Aug 2023
Rahman Shahin Tours and Travels,Uttara,Minimum Graduation from any reputed  University.,At least 1 year(s),null,t 1 year(s)
সেলস এন্ড মার্কেটিং অফিসার,Munir Hossain Agency,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
Primary Teacher,American Standard International School,GULSHAN 2,"Minimum requirement is a Bachelor`s degree in any subject, but Education (B.Ed.) is preferable. ...",At least 2 year(s),31 Aug 2023
ব্র্যান্ড প্রোমোটার,3DA Institute,চট্রগ্রাম সদর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
Deputy / Asst. Manager (Finance),Kazi Polymer Ltd,Dhaka,Master of Business Administration (MBA) in Finance & Banking,5 to 8 year(s),31 Aug 2023
Marketing Executive,Nabin Collection,Dhaka,HSCBachelor degree in any discipline,Na,31 Aug 2023
Territory Sales Officer,Navana Welding Electrode Ltd.,Anywhere in Bangladesh,"Bachelor`s in any discipline or
Diploma in Engineering",2 to 3 year(s),31 Aug 2023
Software Engineer,CodersBucket Ltd,Dhaka,Bachelor/ Master Degree from any recognized Institute.,At least 2 year(s),31 Aug 2023
অফিস সাপোর্টিং স্টাফ/অফিস পিয়ন,CONCEPT ARCHITECTS.,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
IELTS Instructor,Axel Academy,Golapganj,"Bachelor degree in any disciplineIELTS result must be at least 7.
Preferred Professional ...",At least 3 year(s),31 Aug 2023
Deputy Manager / Manager - Assembly Shop,Runner Automobiles PLC,Mymensingh,B.Sc in Engineering (Mechanical/Automobiles) from any reputed University,At least 8 year(s),31 Aug 2023
Field Officer,Lighton( A well known Cooperative Society),Chattogram,HSC/ GRADUATE,Na,31 Aug 2023
Sr. Manager/ Manager - Planning (Knit Garments),Masco Group,Tongi,"Minimum B.Sc in IPE / IE from any reputed institution.
Candidate form SUST, BUET, RUET, KUET & ...",At least 10 year(s),31 Aug 2023
Feed Sales and Technical Service Officer,"C.P. Bangladesh Co., Ltd.",Anywhere in Bangladesh,Doctor of Veterinary Medicine (DVM) in Animal HusbandryBachelor of Science (BSc) in Fisheries,Na,31 Aug 2023
Sr. Manager/ Manager- IE (Knit Garments),Masco Group,Tongi,"Minimum B.Sc in IPE / IE from any reputed institution.
Candidate form SUST, BUET, RUET, KUET & ...",At least 10 year(s),31 Aug 2023
এক্সিকিউটিভ / সিনিয়র এক্সিকিউটিভ - গবেষণা ও উন্নয়ন (R&D),ক্যাপটেন পাবলিশার্স,ঢাকা,রসায়ন/পদার্থবিজ্ঞান/গণিত/ইংরেজি বিষয়ে অনার্সসহ মাস্টার্স/অনার্স,Na,31 Aug 2023
Graphic Designer,BJIT Ltd.,Dhaka,"Bachelor of Fine Arts (B.F.A) in Design, Art or related subjects",2 to 4 year(s),31 Aug 2023
Sales Manager,Faisal Trader,Dhaka,Bachelor of Business Administration (BBA),2 to 3 year(s),31 Aug 2023
Web Designer,Rangamati Motors,Dhaka,Bachelor degree in any discipline,0 to 4 year(s),31 Aug 2023
Jr. Executive,BLOWFA,"Ashulia, GULSHAN 1","Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
Rahman Shahin Tours and Travels,"Job Location: Dhaka (Ashkona, Airport).",Uttara,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 1 year(s),31 Aug 2023
Medical Assistant - HR & Admin.,Interstoff Apparels Limited,Gazipur,"Diploma in Medical 
Must be registration number from BMDC.",At least 3 year(s),31 Aug 2023
Nurse - HR & Admin.,Interstoff Apparels Limited,Gazipur,"Diploma in Nursing. 
Must be registration number at nursing council.",At least 3 year(s),31 Aug 2023
Management Trainee - Audit (CA-CC),PRAN Group,Dhaka,Graduation and Post Graduation in any business subject from any reputed university with good ...,1 to 2 year(s),31 Aug 2023
Android Engineer,Inventive Apps Ltd.,Dhaka,Bachelor in Engineering (BEngg),At least 2 year(s),31 Aug 2023
Garments Business Development Manager,Khanj Global,Khilkhet,"Bachelor degree in any disciplineGarments, Textile, Apparel Sector Certification",At least 5 year(s),31 Aug 2023
Computer Operator,M/S R.S OVERSEAS INTERNATIONAL LTD,Purana Paltan,Master of Business Administration (MBA),Na,31 Aug 2023
Jr. Executive - HR,Interstoff Apparels Limited,Gazipur,Masters in any discipline from any reputed University.,1 to 2 year(s),31 Aug 2023
প্রভাষক,পরশ পাথর শিক্ষক প্রশিক্ষণ কলেজ,চট্টগ্রাম,প্রভাষক পদের প্রার্থীদের স্নাতকোত্তর ডিগ্রিসহ বি.এড ডিগ্রি আবশ্যক।এম.এড ডিগ্রিধারীদের অগ্রাধিকার ...,Na,31 Aug 2023
Executive/ Sr. Executive(Accounts),Barnali Textile & Printing Industries (Pvt.) Ltd.,Ashulia,Master`s in Business Studies/ MBA (Accounting),At least 3 year(s),31 Aug 2023
Officer-Accounts,FnF Pharmaceuticals Ltd.,Dhaka,BBA/MBA or B. Com/M. Com in Accounting from reputed public/private university.,0 to 1 year(s),31 Aug 2023
অফিসার ক্যান্টিনের বাবুর্চি,Youngone,সাভার,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,t 3 year(s)
অধ্যক্ষ,পরশ পাথর শিক্ষক প্রশিক্ষণ কলেজ,চট্টগ্রাম,অধ্যক্ষ পদের জন্য স্নাতকোত্তর ডিগ্রিসহ বি.এড ও এম.এড ডিগ্রি আবশ্যক।,At least 15 year(s),31 Aug 2023
উপাধ্যক্ষ,পরশ পাথর শিক্ষক প্রশিক্ষণ কলেজ,চট্টগ্রাম,উপাধ্যক্ষ পদের জন্য স্নাতকোত্তর ডিগ্রিসহ বি.এড ও এম.এড ডিগ্রি আবশ্যক।,At least 12 year(s),31 Aug 2023
Business Development Officer,Pink Solution,Aftabnagar,Bachelor degree in any discipline,1 to 3 year(s),31 Aug 2023
Cattle Farm Manager,Yahya Group,Cox's Bazar,Bachelor of Science (BSc) in Animal HusbandryDoctor of Veterinary Medicine (DVM)Bachelor of ...,At least 4 year(s),31 Aug 2023
IT system engineer (Server and Network),KDDI ASIA PACIFIC PTE. LTD.,Dhaka,Diploma in Engineering in Computer Science  Engineering,3 to 7 year(s),31 Aug 2023
সেলসম্যান/ ক্যাশিয়ার (ডেমরা),Meena Bazar,ডেমরা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
Officer - Internal Audit,FnF Pharmaceuticals Ltd.,Dhaka,BBA/MBA in Accounting or B.Com/M. Com in Accounting from reputed public/private university.,0 to 1 year(s),31 Aug 2023
সেলসম্যান/ ক্যাশিয়ার (মিরপুর),Meena Bazar,"মিরপুর, ৬০ ফিট, মিরপুর ১","Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সিকিউরিটি গার্ড,বাংলাদেশ ডেভলপমেন্ট গ্রুপ / মাগুরা গ্রুপ,বাংলাদেশের যেকোনো স্থানে,এস এস সি / এইচ এস সি,At least 1 year(s),31 Aug 2023
"সেলসম্যান/ ক্যাশিয়ার (আশকোনা, উত্তরা)",Meena Bazar,"উত্তরা, আশকোনা, উত্তরা সেক্টর ১১, উত্তরা সেক্টর ১৪, উত্তরা সেক্টর ৩, উত্তরা সেক্টর ৪","Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
Teacher - Physics (Classes 9 and 10),Sir John Wilson School,Dhaka,Master of Science (MSc) in PhysicsMaster of Science (MSc) in Applied Physics,At least 3 year(s),31 Aug 2023
Asst. Officer/ Officer - Sales ( Cattle Feed),A Leading Feed Company,"Bogura, Dinajpur, Natore, Pabna, Rajshahi, Rangpur, Sirajganj",H.S.C or Preferably Agro diploma or  Bachelor`s degree (ideal but not required),At least 2 year(s),31 Aug 2023
Executive - VAT,Classic Chemical Industries Ltd,Cumilla,"Bachelor degree in any discipline, 
Professional training/certification on VAT from different ...",2 to 3 year(s),31 Aug 2023
IT Officer,The White Horse Pharmaceuticals,Dhaka,Bachelor of Science (BSc) in ITB.Sc in Communication & Information Technology / B.Sc in Computer ...,2 to 5 year(s),31 Aug 2023
Manager Store (Factory),AGC Spinning Mills Ltd,Narayanganj,Master of Commerce (MCom) in Accounting,10 to 12 year(s),31 Aug 2023
Pharmacy Dispenser,Ship International Hospital,Uttara,Diploma in Medical Technology in PharmacyHSC in Science,1 to 4 year(s),31 Aug 2023
"Manager Pre-Sales, HP Enterprise Solutions",Smart Technologies (BD) Ltd.,Dhaka,Bachelor of Science (BSc) in CSE,At least 5 year(s),31 Aug 2023
"Manager Pre-Sales, HP Enterprise Solutions",Smart Technologies (BD) Ltd.,Dhaka,Bachelor of Science (BSc) in CSE,At least 5 year(s),31 Aug 2023
Receptionist,Reputed Company,Anywhere in Bangladesh,HSC,2 to 4 year(s),31 Aug 2023
Management Trainee Officer (MTO),REAZAUR RAHMAN & ASSOCIATES,Dhaka,"Graduate Degree or Equivalent Degree from any discipline.
Graduate Degree or Equivalent Degree ...",Na,31 Aug 2023
বিক্রয় প্রতিনিধি,M/S Sabir Associates,গাজীপুর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
"Teacher, Computer Science, O & A Level (Dhanmondi/Gulshan/Banasree /Old Dhaka Campus)",Oxford International School,Dhaka,"B.Sc/ Hon`s & Master of Science(M.Sc) in Computer Science or related subjects
O` level and A` ...",At least 5 year(s),31 Aug 2023
Customer Relationship Officer,Smart Corporation Dhaka,Dhaka,Bachelor degree in any disciplineMasters degree in any discipline,2 to 4 year(s),31 Aug 2023
ফায়ার ম্যান/ ফায়ার সেফটি টেকনিসিয়ান,আশুলিয়া নারী ও শিশু হাসপাতাল,আশুলিয়া,ডিপ্লোমা ইঞ্জিনিয়ারিং অথবা এইচ.এস.সি পাশসেন্ট্রাল ফায়ার ডিটেকশন ও প্রটেকশন পরিচালনায় ন্যূনতম ২-৩ ...,Na,31 Aug 2023
Service/Erection Engineer,Bengal Technology and Engineering Associates,Dhaka,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
"Asst. Manager, Marketing & Sales",Zahir Steel & Re-Rolling Mills Limited,"Barishal, Khulna, Mymensingh, Tangail","3 to 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",3 to 5 year(s),31 Aug 2023
"Sr. Executive, Marketing & Sales",Zahir Steel & Re-Rolling Mills Limited,"Barishal, Khulna, Mymensingh, Tangail","2 to 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 3 year(s),31 Aug 2023
ফিজিওথেরাপিস্ট,আবেদীন হাসপাতাল,শেরপুর সদর,"At least 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 2 year(s),31 Aug 2023
Rigs Marketing,Gazipur,"B Com/ M Com in Accounting from any public/ reputed university.
Bachelor of Business ...",5 to 6 year(s),null,o 6 year(s)
Executive - Audit,M.K. Electronics,Anywhere in Bangladesh,Master of Commerce (MCom) in AccountingN/A,1 to 2 year(s),31 Aug 2023
Front Desk Officer,Bay Developments Ltd,Gulshan,Candidates should be Graduates (Preferably in English) with good academic background,1 to 2 year(s),31 Aug 2023
Sr. Executive (QC Department),Rumi Fish Feed Ind. Ltd.,Gopalganj,B.Sc. and M.Sc. in Chemistry/Applied Chemistry/Biochemistry,At least 1 year(s),31 Aug 2023
Sr. Executive (Sales & Marketing Department),Rumi Fish Feed Ind. Ltd.,Anywhere in Bangladesh,"Bachelor degree in any discipline 
Skills Required: Sales & Marketing 
Skills Required: ...",At least 6 year(s),31 Aug 2023
Front Desk Executive,Edison Real Estate Limited,Tejgaon Industrial Area,Bachelor in any discipline.,1 to 3 year(s),31 Aug 2023
উপাধ্যক্ষ - হিসাবরক্ষক,Khademul Quran Model Madrasah (Mirpur Camus),মিরপুর২,"3 to 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 5 year(s)
মার্কেটিং অফিসার,Digital PSM,"দিনাজপুর, গাইবান্ধা, কুড়িগ্রাম, লালমনিরহাট, নীলফামারী, পঞ্চগড়, রংপুর, ঠাকুরগাঁও",ডিপ্লোমা ইন কম্পিউটার সায়েন্স /স্নাতকোত্তর/ স্নাতক/ সমমান পাশ।কম্পিউটার/ ল্যাপ্টপ/স্মার্টফোন ...,At least 1 year(s),31 Aug 2023
ENGLISH TEACHER,Singapore International School Uttara,Uttara,Bachelor of Arts (BA) in EnglishA Level in EnglishMaster of Business Administration (MBA) in ...,0 to 1 year(s),31 Aug 2023
Manager (Quality Assurance),100% Export Oriented Multinational Garments Industry,Dhaka,"Bachelor degree in any disciplineMinimum Graduate.
Diploma in Textile Technology and Fashion ...",At least 10 year(s),31 Aug 2023
"Executive/ Sr. Executive, Supply Chain and Commercial",Oriental Ecowoods Ltd.,Dhanmondi,"BBA/ MBA in Supply Chain from any reputed University.
Diploma in SCM is preferable.",Na,31 Aug 2023
"SALES & MARKETING, EXECUTIVE",Little Planet Ltd.,Dhaka,Bachelor of Business Administration (BBA)Master of Business Administration (MBA)Graduates from ...,1 to 2 year(s),31 Aug 2023
Executive/ Sr. Executive - Store,Global Brand Pvt. Ltd.,Anywhere in Bangladesh,Bachelor of Commerce (BCom),2 to 5 year(s),31 Aug 2023
ফিল্ড ভেরিফিকেশন অফিসার,Brisk Management Services,বাংলাদেশের যেকোনো স্থানে,HSC or Bachelor degree in any discipline,0 to 2 year(s),31 Aug 2023
Medical Officer,Bando Design Ltd.,Ashulia,"MBBS
BM&DC registration is must.",Na,31 Aug 2023
Production Manager (Sewing),100% Export Oriented Multinational Garment Industry,Dhaka,"Should have Diploma in Garment Tailoring / Garment manufacturing Degree
Graduate from any ...",At least 11 year(s),31 Aug 2023
Senior Executive - Commercial,Rahman Jute Spinners (Pvt.) Ltd.,Gulshan,Bachelor degree in any discipline,At least 3 year(s),31 Aug 2023
Graphics Designer cum Visualizer,The Forest Lounge Ltd,Dhanmondi,"0 to 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",0 to 1 year(s),31 Aug 2023
General Manager,The Forest Lounge Ltd,Dhanmondi,"15 to 20 year(s)
                                                        






 Deadline: 

31 Aug 2023",15 to 20 year(s),31 Aug 2023
Global Communications,Motijheel,Bachelor`s / Master`s degree in any discipline,Na,null,Na
Deputy Manager/ Assistant Manager (Corporate Sales),Rupayan Group,Dhaka,"6 to 8 year(s)
                                                        






 Deadline: 

31 Aug 2023",6 to 8 year(s),31 Aug 2023
